0	0	0	0	0.1353	0	0	0	0	0	0	0	0	0	0	0	0.1641	0	0	0.1395	0	0	0.2033	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.1629	0.1377	0	0	0	0	0.2413	0	0	0	0	0	0.2179
0	0	0	0	0	0.1924	0	0	0.2068	0	0	0	0	0	0	0	0.1564	0	0	0	0	0	0.1994	0	0
0.153	0	0.1688	0	0.1677	0	0	0	0.2335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1396	0	0	0	0	0	0	0	0	0	0	0	0	0.2074	0	0	0	0	0	0.1599	0	0	0	0	0.2266
0	0	0	0	0	0	0.2204	0	0	0	0	0	0	0	0	0	0	0.1488	0	0	0	0	0.1309	0	0.1519
0	0	0	0	0	0	0	0.2021	0	0	0	0	0	0	0	0	0.1956	0	0	0.2246	0	0	0	0	0.1986
0.1588	0	0	0	0	0	0	0	0.1942	0.224	0	0	0	0	0	0	0	0	0.1757	0	0	0	0	0	0
0.1559	0	0	0	0	0	0	0	0	0	0	0	0	0.2221	0.2164	0	0.2255	0	0	0	0	0	0	0	0
0	0	0.2399	0.201	0	0.2129	0	0	0	0	0	0	0	0.1647	0	0	0	0	0	0	0	0	0	0	0
0	0	0.1997	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1366	0	0	0.2319	0	0	0	0	0.2219
0	0	0	0.1631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1767	0	0	0.1935	0.1728	0	0
0	0	0	0	0.226	0	0	0	0	0	0.1865	0.1657	0	0	0.2458	0	0	0	0	0	0	0	0	0	0
0.2409	0.1815	0	0	0	0.1867	0	0	0	0	0	0	0.1785	0	0	0	0	0	0	0	0	0	0	0	0
0.1898	0	0	0	0	0	0	0.1965	0	0	0	0	0	0	0	0	0	0.1725	0	0	0.1347	0	0	0	0
0	0	0.1579	0	0	0	0	0	0	0	0.1966	0	0	0	0	0	0	0	0.1334	0	0	0.1977	0	0	0
0	0.1482	0	0	0	0	0	0.1366	0.2344	0	0	0	0	0	0	0	0	0	0	0	0.1634	0	0	0	0
0	0.201	0.1781	0	0	0	0.1563	0	0	0	0	0	0	0	0	0.1366	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.1983	0	0	0	0	0.2092	0	0.1922	0	0	0	0	0.1775	0	0	0	0	0	0	0
0	0.2301	0	0	0	0	0.2446	0	0	0	0	0	0	0	0	0	0	0.2446	0	0	0.1866	0	0	0	0
0	0	0	0	0	0	0	0	0.157	0	0	0.2364	0	0	0	0	0	0	0	0	0	0.1427	0	0.1914	0
0	0	0.1883	0	0	0	0	0	0.1684	0	0	0.2479	0	0	0	0	0	0	0	0	0	0	0	0.2097	0
0	0	0.1498	0	0	0	0	0	0	0.1832	0.1904	0	0	0	0	0	0	0	0	0	0	0	0	0.1752	0
0	0	0	0	0	0.1651	0	0	0	0	0	0.2049	0	0	0	0.1326	0	0	0	0	0.187	0	0	0	0
0	0	0	0.2427	0	0	0	0.1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1938	0	0.1743	0
