0.7232	-2.7342	1.6453	0.0068	-2.0304	-0.7028	-0.0691	1.3783	-1.6118	-0.2171	0.6071	2.8064	1.8532	0.8582	-1.5511	-1.0563	-2.1609	-2.1413	0.1577	-0.6734	0.4349	0.6459	1.5302	-1.9937	-2.4483
2.2705	-4.2698	3.8871	-0.8151	-2.4852	-0.9277	-1.2374	0.8494	-2.4019	0.1356	-0.0365	4.3483	0.4048	1.5909	-0.6013	-1.9129	-0.5403	-0.4566	0.3499	-1.4978	0.9949	-1.0526	0.0986	-2.0722	-3.6980
4.1998	-5.6472	5.2251	-1.1531	-2.9778	-1.6053	-2.9115	-0.2277	-3.3607	0.4201	-0.8230	5.5867	-1.4250	2.8765	-0.2718	-2.7525	0.3441	1.1177	0.4167	-2.2476	2.4186	-2.1191	-1.4585	-1.5806	-4.6476
5.8224	-7.0331	6.3547	-1.4049	-3.6665	-2.1569	-4.2090	-1.2331	-4.4236	1.2638	-1.5658	6.8612	-2.4501	4.0323	0.5476	-3.4662	1.8402	2.7149	1.2293	-3.2076	3.8714	-3.4446	-2.8870	-1.2884	-5.4281
7.1063	-7.9280	7.5931	-2.2248	-3.3486	-3.0722	-5.9083	-1.4826	-5.8856	1.8409	-2.5355	8.0570	-3.9825	5.1435	1.1004	-3.7034	3.5527	3.8562	2.3680	-3.9811	4.6261	-4.3488	-3.9478	-0.5642	-6.5751
8.7319	-9.6837	8.5923	-3.1124	-2.8862	-4.2057	-6.6745	-2.3561	-6.4619	2.0650	-2.7669	9.5379	-5.3281	7.0666	1.6956	-4.5580	4.7828	5.1790	3.5820	-5.0243	5.7477	-5.6958	-5.3628	0.1839	-7.7265
9.9505	-11.2123	9.7508	-3.8663	-2.7502	-4.9200	-7.9086	-3.0531	-7.8344	2.2200	-3.0586	11.3033	-6.6456	8.4539	2.3788	-5.3486	6.2516	6.2703	4.8293	-5.5592	7.2777	-7.0250	-6.8642	0.9452	-8.5671
11.6763	-12.0802	11.4444	-4.6134	-3.0506	-5.3610	-9.0158	-3.9143	-8.9192	2.4551	-3.6755	12.9249	-8.0250	9.7882	3.4988	-6.2135	7.8770	7.7935	5.9619	-6.6848	8.6003	-8.0835	-8.4583	1.4093	-9.9880
13.6098	-13.0635	12.7116	-5.3208	-3.5212	-6.2293	-9.8598	-5.0371	-9.5844	2.3988	-4.5071	14.3756	-8.9640	11.1731	4.6702	-6.6683	9.0252	9.0275	7.3876	-7.9698	9.7301	-9.0763	-9.9464	1.4764	-11.3536
14.7621	-14.3397	14.3310	-5.9602	-3.5680	-6.7724	-11.5985	-5.8137	-10.7487	2.9752	-5.2101	15.9391	-10.0819	12.7363	5.3716	-6.8436	10.7030	10.6128	8.4119	-9.1806	10.9782	-10.2184	-11.7278	1.1499	-12.5445
0.7486	3.0235	1.8662	2.0838	-0.2637	-0.0458	-0.9870	-1.1816	-2.1671	1.3038	2.9900	-0.4441	1.9883	-1.0671	-1.3541	-2.8567	2.8436	2.8520	-1.5151	-1.6269	0.6362	0.3753	2.1188	-2.8679	0.6338
2.3369	1.3914	3.3297	1.5176	-0.5402	-0.1330	-2.2925	-1.7462	-3.0226	1.4634	2.6408	1.0291	0.5387	0.1951	-0.8769	-3.6583	4.5170	4.5864	-1.2697	-2.9785	2.3716	-0.9139	0.5654	-2.7092	-0.6724
4.3282	-0.0716	4.6468	0.6715	-0.4361	-0.5702	-3.4505	-2.4733	-3.4723	1.5148	1.7478	2.3727	-1.3858	1.3459	-0.3319	-4.9635	5.7518	5.8401	-1.0746	-3.8896	3.8982	-2.4481	-0.3419	-2.3277	-2.5228
